raiting,name,data,epis,isreal,reit,score,leng,studio,Avant-garde,Gourmet,Drama,Comedy,Slice of Life,Adventure,Romance,Supernatural,Sports,Mystery,Thriller,Horror,Science Fiction,Fantasy,Action,Ecchi,Erotica,Hentai,Shounen,Shoujo,Seinen,Josei,Kids
4529,Удар монстра: Рапсодия русалки,2016,1,True,PG-13,6.61,51,Hibari,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4530,Невероятное приключение ДжоДжо: Призрачная кровь — Пилотный выпуск,2004,1,True,R-17,6.61,2,APPP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4531,"Примите наши соболезнования, Ниномия",2007,12,True,R+,6.64,24,AIC,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4532,Райская школа: Хаму-хаму рай,2006,12,True,PG-13,6.64,1,Kids,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,Ориент,2022,12,True,PG-13,6.61,23,A.C.G.T.,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4534,Убойный ангел Докуро 2,2007,2,True,R-17,6.63,26,Maker,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4535,Предел первой любви: Спецвыпуски,2009,6,True,PG-13,6.64,4,J.C.Staff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4536,"Атакуй, Ю!",1984,58,True,R+,6.63,23,Knack,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4537,Баки OVA,2016,1,True,R-17,6.63,15,Film,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4538,Гравион 2,2004,12,True,R+,6.63,23,Gonzo,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4539,Богиня света,2014,1,True,G,6.64,2,Shaft,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4540,Удача и логика: Другая история,2017,12,True,PG-13,6.64,23,Kobo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4541,"Пожалуйста, спасите мою Землю! Рину от Алисы",1995,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4542,Сад тысячи цветов: Невесты-самураи OVA,2015,2,True,R+,6.63,25,Arms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4543,Волшебница-медсестра Комуги Z,2004,2,True,PG-13,6.63,26,Tatsunoko,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4544,Исюра,2024,12,True,R-17,6.63,23,Passione,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4545,Капризы Апельсиновой улицы: Специальный выпуск,1987,1,True,PG-13,6.63,40,Pierrot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4546,Май-Химэ: Чёрный танец и Тайная вечеря,2010,1,True,PG-13,6.63,4,Sunrise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4547,Девчонки в очках,2010,4,True,PG-13,6.63,14,AIC,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4548,Годаннар,2003,13,True,PG-13,6.63,24,OLM,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4549,Кость Маджина,2014,52,True,PG-13,6.63,22,Toei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,Покемон: Планетарий — Сообщение от Авроры,2020,1,True,PG,6.63,27,OLM,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4551,Новая милашка Хани,1994,8,True,R+,6.63,26,Toei,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4552,Токийские банды 2,2006,13,True,R+,6.63,24,Madhouse,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4553,Хулиганка Тиэ,1981,64,True,G,6.6,24,Shinsha,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4554,Египетские боги 2,2023,10,True,G,6.6,5,Graphics,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4555,Суперкукла Ликка,1998,52,True,G,6.63,25,Madhouse,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4556,Токийские банды 2,2006,13,True,R+,6.63,24,Madhouse,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4557,Хулиганка Тиэ,1981,64,True,G,6.6,24,Shinsha,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4558,Египетские боги 2,2023,10,True,G,6.6,5,Graphics,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4559,Суперкукла Ликка,1998,52,True,G,6.63,25,Madhouse,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,"Вперёд, школьник! Фильм",1988,1,True,PG-13,6.63,74,Toei,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4561,Дурак Нобунага,2014,24,True,R-17,6.63,24,Satelight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4562,Дикое оружие: Сумеречная злоба,1999,22,True,PG-13,6.63,24,Train,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4563,Вселенная Дигимонов: Монстры из приложения,2016,52,True,PG,6.59,24,Toei,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
4564,Тысячи границ судьбы,2021,40,True,PG-13,6.6,7,Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4565,Священная семёрка: Крылья серебряной Луны,2012,1,True,PG-13,6.63,59,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4566,Персона 4: Золотое издание,2014,12,True,PG-13,6.63,23,Pictures,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4567,Несравненная принцесса любви 3 OVA,2011,1,True,R+,6.63,27,Kobo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4568,Трепещущие воспоминания: Спецвыпуски,2007,2,True,PG-13,6.63,25,AIC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4569,Стратос 4,2003,13,True,PG-13,6.62,23,Fantasia,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4570,Игра Дарвина: Рекап,2020,1,True,R-17,6.59,24,Nexus,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0
4571,Вершина!,2022,12,True,PG-13,6.62,23,Drive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4572,Предсмертный список зомби: Рекап,2023,1,True,R-17,6.63,24,FILMS,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
4573,Несносные пришельцы: Это весна! Обнажайся!,1982,1,True,PG-13,6.62,44,Pierrot,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
4574,Новый принц тенниса: Юношеский чемпионат мира —  Полуфинал,2024,11 / 13,False,PG-13,6.62,23,M.S.C,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4575,Половое и нравственное воспитание для тридцатилетних,2011,12,True,R-17,6.62,13,Gathering,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4576,Кэрол и Тьюсдей: Мемуары Гаса и Родди,2019,1,True,PG-13,6.59,22,Bones,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4577,Ускоренный мир: Бесконечный всплеск,2016,1,True,PG-13,6.62,82,Sunrise,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4578,Принц тенниса: Послание в бутылке,2009,1,True,PG-13,6.62,11,M.S.C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4579,Не приставай ко мне!! Хуже будет!!,2006,12,True,R+,6.62,24,Deen,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4580,Теннис 8,2016,12,True,PG-13,6.62,2,Millepensee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4581,Последняя фантазия XV: Ардин — Пролог,2019,1,True,PG-13,6.59,13,Satelight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4582,Красный Марс,2021,13,True,PG-13,6.59,23,Signal.MD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4583,Бакэгямон,2006,51,True,PG-13,6.62,25,Radix,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4584,Койот Рэгтайм,2006,12,True,PG-13,6.62,24,ufotable,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4585,Блеск милашки Хани,1997,39,True,PG-13,6.62,23,Toei,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
4586,Из мечтателя в реалиста,2023,12,True,PG-13,6.62,23,Gokumi,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4587,Красный Марс,2021,13,True,PG-13,6.59,23,Signal.MD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4588,Один из отвергнутых: Изгой — Восстановление ржавого клинка,2024,1,True,R-17,6.6,70,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4589,Бакэгямон,2006,51,True,PG-13,6.62,25,Radix,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4590,Бейблэйд: Взрыв,2016,51,True,PG,6.62,24,OLM,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4591,Койот Рэгтайм,2006,12,True,PG-13,6.62,24,ufotable,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4592,Блеск милашки Хани,1997,39,True,PG-13,6.62,23,Toei,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
4593,Милое лекарство: Взрослые — Сила надежды,2023,12,True,PG-13,6.61,25,Toei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4594,"Дурни, тесты, аватары: Рождество",2009,1,True,PG-13,6.62,4,LINK.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4595,Айшилд 21: Иллюзорный Золотой Кубок,2004,1,True,PG,6.62,29,I.G,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4596,Дораэмон и Бродяга Ичи,1987,1,True,PG,6.62,22,DK,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4597,Войны суперроботов OVA,2005,3,True,PG-13,6.59,28,Base,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4598,Загруженный понедельник 2,2021,12,True,PG-13,6.62,5,Laboratory,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4599,Потерялись?,2019,12,True,PG-13,6.59,12,Ezόla,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4600,Король свиней,2011,1,True,R-17,6.62,96,Dadashow,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4601,"Говорю же, у меня не встаёт! Конкурс купальников",2013,1,True,R+,6.62,23,feel.,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4602,Из мечтателя в реалиста,2023,12,True,PG-13,6.62,23,Gokumi,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,Девушки и танки: Сердечное танковое представление,2013,4,True,PG-13,6.62,10,Actas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604,Игра в прятки,2004,1,True,PG-13,6.62,24,Works,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4605,Шоу ужасов Грегори,1999,25,True,PG-13,6.62,2,Cartoon,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4606,Волшебница Цукунэ,2005,6,True,R-17,6.62,13,Xebec,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4607,Адская девочка: Разговоры в сумерках,2017,6,True,R-17,6.62,23,Deen,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4608,Египетские боги,2020,10,True,G,6.58,5,Graphics,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4609,Миюки,1983,37,True,PG-13,6.62,25,Mitaka,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4610,Искушение демона-кошки,2018,20,True,PG-13,6.62,17,Rocen,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4611,Девушка влюбилась в старшую сестру: Спецвыпуск,2007,1,True,PG-13,6.62,24,feel.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,Край основателей 4,2016,12,True,PG-13,6.62,14,League,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4613,Покемон: Алмаз и жемчуг — Соберёмся вместе! Центр планеты покемонов,2006,1,True,PG,6.62,26,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4614,Время и пространство,2022,13,True,PG-13,6.61,21,PICTURES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4615,"Бейблэйд: Горячий металл — Сол Блейз, раскалённый захватчик",2010,1,True,PG,6.62,76,SynergySP,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4616,Девушки и танки: Изучаем вселенную за 3 минуты,2015,1,True,PG-13,6.58,3,Actas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,Меч Камуи,1985,1,True,PG-13,6.61,132,Madhouse,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4618,Пукка 3,2018,26,True,G,6.58,24,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4619,Кайбуцу (1980),1980,94,True,G,6.61,25,Shin-Ei,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4620,Сводки бюро расследований,2020,12,True,R-17,6.61,24,PICTURES,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4621,"Храни меня, леденец!",2006,13,True,PG-13,6.61,25,Comet,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4622,Дюгонь Дюдю,2012,1,True,G,6.62,24,Answer,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4623,Покемон: Наилучших благ! 2 — Приключения Деколоры. Спецвыпуск,2013,1,True,PG,6.62,23,OLM,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4624,Герой мёртв!,2023,12,True,PG-13,6.61,23,LIDENFILMS,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4625,Саки: Сторона-А — День рождения Куро,2015,1,True,PG-13,6.62,11,Gokumi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,Легенда о насекомом: Пчёлка Хатч,1970,91,True,G,6.61,24,Tatsunoko,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,"Проект «Земля, SOS»",2006,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,Папуа 2,2003,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4629,Непобедимый Сёгун,1981,1,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,Принцесса-шаман,1996,6,True,PG-13,6.61,28,Staff,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4631,Кошачья богиня из Яоёродзу,2011,12,True,PG-13,6.61,23,AIC,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4632,Милое лекарство: Взрослые — Сила надежды,2023,12,True,PG-13,6.61,25,Toei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4633,История трёх царств: Далёкая земля,1994,1,True,PG-13,6.61,147,Toei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4634,Легенда о мечнике 2,2008,18,True,PG-13,6.61,22,Animation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4635,Зажигалка и принцесса в юбке,2021,13,True,PG-13,6.58,14,2:10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,Касание: Прощальный подарок,1986,1,True,PG-13,6.61,80,TAC,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,Касание: Не игнорируй меня,1987,1,True,PG-13,6.61,83,TAC,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638,Любовь тирана,2017,12,True,PG-13,6.61,23,Squared,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,Одиннадцатый красный,1970,52,True,PG-13,6.61,25,Douga,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,Не приставай ко мне!! Спецвыпуск,2005,1,True,R+,6.61,23,Deen,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4641,Фаза Луны: Спецвыпуск,2006,1,True,PG-13,6.61,23,Shaft,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,"Ран, девочка-телепат",2008,26,True,PG-13,6.61,24,TMS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4643,Храбрый Экскайзер,1990,48,True,G,6.61,24,Sunrise,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4644,Путешествие по Дриланду,2012,37,True,PG,6.61,20,Toei,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4645,Мастера Меча Оффлайн II,2014,9,True,PG-13,6.61,13,Ballerina,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,Звёздный океан Экс,2001,26,True,PG-13,6.58,22,Deen,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4647,Принцесса Сахарок,1986,51,True,G,6.61,24,Pierrot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4648,Ложное лицо,2022,16,True,PG-13,6.61,13,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4649,Собственность,2012,1,True,PG-13,6.61,14,Sunrise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4650,Единственный владыка мира,2023,45,True,PG-13,6.61,12,Chen,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4651,Моя жена — президент студенческого совета! 2,2016,12,True,R+,6.57,8,Seven,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4652,Стопроцентная клубничка,2005,12,True,PG-13,6.61,23,Madhouse,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4653,Кризис каждый день: Живой звук! 2033,1990,5,True,PG-13,6.61,4,AIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,Драконий кризис!,2011,12,True,PG-13,6.61,23,Deen,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4655,Сад тысячи цветов: Девушки-самураи — Спецвыпуски,2010,6,True,R+,6.61,3,Arms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4656,Альдноа.Зеро: Дополнительные архивы,2015,1,True,R-17,6.6,48,Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4657,Семь смертных грехов: Яростное правосудие,2021,24,True,PG-13,6.57,24,Deen,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4658,Признание Фумико,2009,1,True,PG-13,6.61,2,Colorido,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4659,Альдноа.Зеро: Дополнительные архивы,2015,1,True,R-17,6.6,48,Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4660,Семь смертных грехов: Яростное правосудие,2021,24,True,PG-13,6.57,24,Deen,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4661,Признание Фумико,2009,1,True,PG-13,6.61,2,Colorido,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,Хайди — девочка Альп: Хайди и Клара,1996,1,True,PG,6.6,89,Nippon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,Шоу ужасов Грегори: Второй гость,2000,25,True,PG,6.61,3,Cartoon,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4664,Ублюдок!! Сокрушитель тьмы ONA,2022,13,True,R-17,6.6,23,LIDENFILMS,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
4665,Гильгамеш,2003,26,True,R-17,6.6,23,TAC,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4666,Легенда меча синего лотоса,2023,54,True,PG-13,6.57,9,Culture,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4667,Маленькая девочка-президент,2021,13,True,PG-13,6.57,3,No.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,Мобильный воин Гандам Эф-91,1991,1,True,PG-13,6.6,120,Sunrise,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4669,Магазинчик сладостей,2016,12,True,PG-13,6.6,24,feel.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4670,За дело! «Звериная тропа»,2019,12,True,PG-13,6.6,23,ENGI,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4671,Мобильный воин Гандам Эф-91,1991,1,True,PG-13,6.6,120,Sunrise,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4672,За дело! «Звериная тропа»,2019,12,True,PG-13,6.6,23,ENGI,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4673,Последний призыватель,2022,12,True,PG-13,6.57,22,Animation,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4674,Сказ о парии,2023,13,True,PG-13,6.6,23,Ashi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4675,"Беги, Хани",1988,13,True,G,6.6,28,Media,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,Один из отвергнутых: Изгой — Небесная гора,2018,2,True,R-17,6.57,16,Yinghua,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4677,Два грецких ореха,2007,1,True,PG,6.6,45,Shin-Ei,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,Юный изобретатель Канипан,1998,31,True,PG,6.6,24,Comet,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4679,Ми-ми-ми-мишка! Тиби,2020,12,True,PG-13,6.57,,Squared,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,Мэйз: Пространство мегавзрыва,1997,25,True,R+,6.6,24,J.C.Staff,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
4681,Легенда континента мечей 3,2023,104,True,PG-13,6.6,10,Culture,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4682,Несравненная принцесса любви OVA,2009,1,True,R+,6.6,29,Kobo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4683,Рэй,2006,13,True,PG-13,6.6,24,OLM,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4684,Месть Масамунэ! OVA,2018,1,True,PG-13,6.57,23,LINK.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4685,Волшебный учитель Нэгима! Ознакомление,2004,3,True,R+,6.6,8,Xebec,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4686,Тёмная богиня: Рекап,2009,1,True,R-17,6.6,23,Sunrise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4687,Призрак в доспехах: Синдром одиночки — Сообщество стабильной государственности 3D. Дни татиком,2011,3,True,PG,6.6,4,I.G,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4688,Железный миротворец: Спецвыпуск,2003,1,True,PG,6.6,17,Gonzo,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4689,Ангельское трио,2017,12,True,PG-13,6.6,23,No.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
